Procedure Url,Procedure Title,Procedure Description,Procedure Include,Procedure Factors,Treatment Name,Minimum Cost,Maximum Cost
https://www.vaidam.com/search/valve-replacement/united-arab-emirates, Valve Replacement Cost In United Arab Emirates , ,"['Preoperative diagnostic tests cost [blood tests, a chest X-ray, an echocardiogram (ECG) and an electrocardiogram (EKG)].\xa0', 'Surgery cost (cost is different for different types of the valve)', 'Type of Valve (2 variables are available - Mechanical valve and Tissue Valve) Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost (blood thinners, antibiotics, etc.)', ""Patient's hospital stay.""]","['Type of hospital and room opted (General, Twin sharing, or Single room)', 'The severity of the disease', 'Post-surgical complication, if it happens (such as bleeding, blood clot, infection, etc.)', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']",[],[],[]
https://www.vaidam.com/search/bentall-surgery/india, Bentall Surgery Cost In India , ,[],[],"['Bentall procedure', 'Aortic Valve replacement - Mechanical Valve', 'Aortic Valve replacement - Tissue Valve']","[313020, 355200, 253080]","[417360, 473600, 337440]"
https://www.vaidam.com/search/bentall-surgery/turkey, Bentall Surgery Cost In Turkey , ,[],[],"['Bentall procedure', 'Aortic Valve replacement - Mechanical Valve']","[None, None]","[None, None]"
https://www.vaidam.com/search/bentall-surgery/thailand, Bentall Surgery Cost In Thailand , ,[],[],[],[],[]
https://www.vaidam.com/search/bentall-surgery/malaysia, Bentall Surgery Cost In Malaysia , ,[],[],[],[],[]
https://www.vaidam.com/search/bentall-surgery/germany, Bentall Surgery Cost In Germany , ,[],[],[],[],[]
https://www.vaidam.com/search/bentall-surgery/united-arab-emirates, Bentall Surgery Cost In United Arab Emirates , ,[],[],[],[],[]
https://www.vaidam.com/search/heart-bypass-surgery-cabg/india, Heart Bypass Surgery Cabg Cost In India , Heart Bypass Surgery Cabg cost in India for Indian Patients is between Rs.182040 to Rs.242720. Cost for International patients is between USD 3690 to USD 4510. Patient has to stay in the hospital for 7 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost [blood tests, a chest X-ray, Angiography, an echocardiogram (ECG) and electrocardiogram (EKG)] ', ' Surgery cost ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (anticoagulant, antihypertensive, antibiotics, etc.) ', "" Patient's hospital stay ""]","[' Type of hospital and room opted (General, Twin sharing, or\xa0single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as wound infection, the prolonged requirement for mechanical ventilation, etc.) ', ' Cost of Blood products (if required) ', ' Prolonged hospital stay ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","['Heart Bypass Surgery (CABG)', 'Heart Bypass - Minimally Invasive CABG ', 'Thoracic Aortic Aneurysm Treatment', 'Coronary Artery Surgery', 'Transposition of the Great Arteries (TGA) Surgery', 'Heart Surgery']","[182040, 177600, 146520, 222000, 199800, 199800]","[242720, 236800, 195360, 296000, 266400, 266400]"
https://www.vaidam.com/search/heart-bypass-surgery-cabg/turkey, Heart Bypass Surgery Cabg Cost In Turkey , Heart Bypass Surgery Cabg cost in Turkey is between USD 10800 to USD 13200. Patient has to stay in the hospital for 7 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost [blood tests, a chest X-ray, Angiography, an echocardiogram (ECG) and electrocardiogram (EKG)] ', ' Surgery cost ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (anticoagulant, antihypertensive, antibiotics, etc.) ', "" Patient's hospital stay ""]","[' Type of hospital and room opted (General, Twin sharing, or\xa0single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as wound infection, the prolonged requirement for mechanical ventilation, etc.) ', ' Cost of Blood products (if required) ', ' Prolonged hospital stay ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","['Heart Bypass Surgery (CABG)', 'Heart Bypass - Minimally Invasive CABG ', 'Thoracic Aortic Aneurysm Treatment', 'Coronary Artery Surgery', 'Redo CABG', 'Heart Surgery']","[None, None, None, None, None, None]","[None, None, None, None, None, None]"
https://www.vaidam.com/search/heart-bypass-surgery-cabg/thailand, Heart Bypass Surgery Cabg Cost In Thailand , Heart Bypass Surgery Cabg cost in Thailand is between USD 10800 to USD 13200. Patient has to stay in the hospital for 7 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost [blood tests, a chest X-ray, Angiography, an echocardiogram (ECG) and electrocardiogram (EKG)] ', ' Surgery cost ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (anticoagulant, antihypertensive, antibiotics, etc.) ', "" Patient's hospital stay ""]","[' Type of hospital and room opted (General, Twin sharing, or\xa0single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as wound infection, the prolonged requirement for mechanical ventilation, etc.) ', ' Cost of Blood products (if required) ', ' Prolonged hospital stay ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","['Heart Bypass Surgery (CABG)', 'Heart Bypass - Minimally Invasive CABG ', 'Coronary Artery Surgery', 'Heart Surgery']","[None, None, None, None]","[None, None, None, None]"
https://www.vaidam.com/search/heart-bypass-surgery-cabg/malaysia, Heart Bypass Surgery Cabg Cost In Malaysia , Heart Bypass Surgery Cabg cost in Malaysia is between USD 7200 to USD 8800. Patient has to stay in the hospital for 7 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost [blood tests, a chest X-ray, Angiography, an echocardiogram (ECG) and electrocardiogram (EKG)] ', ' Surgery cost ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (anticoagulant, antihypertensive, antibiotics, etc.) ', "" Patient's hospital stay ""]","[' Type of hospital and room opted (General, Twin sharing, or\xa0single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as wound infection, the prolonged requirement for mechanical ventilation, etc.) ', ' Cost of Blood products (if required) ', ' Prolonged hospital stay ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","['Heart Bypass Surgery (CABG)', 'Heart Bypass - Minimally Invasive CABG ', 'Thoracic Aortic Aneurysm Treatment', 'Coronary Artery Surgery', 'Transposition of the Great Arteries (TGA) Surgery', 'Heart Surgery']","[None, None, None, None, None, None]","[None, None, None, None, None, None]"
https://www.vaidam.com/search/heart-bypass-surgery-cabg/germany, Heart Bypass Surgery Cabg Cost In Germany , Heart Bypass Surgery Cabg cost in Germany is between USD 17100 to USD 20900. Patient has to stay in the hospital for 7 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost [blood tests, a chest X-ray, Angiography, an echocardiogram (ECG) and electrocardiogram (EKG)] ', ' Surgery cost ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (anticoagulant, antihypertensive, antibiotics, etc.) ', "" Patient's hospital stay ""]","[' Type of hospital and room opted (General, Twin sharing, or\xa0single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as wound infection, the prolonged requirement for mechanical ventilation, etc.) ', ' Cost of Blood products (if required) ', ' Prolonged hospital stay ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","['Heart Bypass Surgery (CABG)', 'Heart Bypass - Minimally Invasive CABG ', 'Coronary Artery Surgery', 'Heart Surgery']","[None, None, None, None]","[None, None, None, None]"
https://www.vaidam.com/search/heart-bypass-surgery-cabg/united-arab-emirates, Heart Bypass Surgery Cabg Cost In United Arab Emirates , ,"[' Preoperative diagnostic tests cost [blood tests, a chest X-ray, Angiography, an echocardiogram (ECG) and electrocardiogram (EKG)] ', ' Surgery cost ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (anticoagulant, antihypertensive, antibiotics, etc.) ', "" Patient's hospital stay ""]","[' Type of hospital and room opted (General, Twin sharing, or\xa0single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as wound infection, the prolonged requirement for mechanical ventilation, etc.) ', ' Cost of Blood products (if required) ', ' Prolonged hospital stay ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']",[],[],[]
https://www.vaidam.com/search/heart-surgery/india, Heart Surgery Cost In India , Heart Surgery cost in India is between Rs.199800 to Rs.266400. Patient has to stay in the hospital for 8 days and outside the hospital for 14 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,[],[],"['Angiography', 'Coronary Angioplasty', 'Heart Bypass Surgery (CABG)', 'Aortic Valve Replacement', 'Mitral Valve Replacement', 'Heart Bypass - Minimally Invasive CABG ', 'Heart Transplant', 'VSD Closure (Adult) Surgery', 'Thoracic Aortic Aneurysm Treatment', 'ASD (Atrial Septal Defect) Closure', 'Bentall procedure', 'PPI-Permanent Pacemaker Implant - Double Chamber', 'LVAD', 'AICD', 'TAVI']","[13320, 177600, 182040, 324120, 275280, 177600, 2220000, 217560, 146520, 217560, 313020, 244200, 199800, 621600, 368520]","[17760, 236800, 242720, 432160, 367040, 236800, 2960000, 290080, 195360, 290080, 417360, 325600, 266400, 828800, 491360]"
https://www.vaidam.com/search/heart-surgery/turkey, Heart Surgery Cost In Turkey , Heart Surgery cost in Turkey is between USD 15300 to USD 18700. Patient has to stay in the hospital for 8 days and outside the hospital for 14 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,[],[],"['Angiography', 'Heart Bypass Surgery (CABG)', 'Aortic Valve Replacement', 'Mitral Valve Replacement', 'Heart Bypass - Minimally Invasive CABG ', 'Bentall procedure', 'Thoracic Aortic Aneurysm Treatment', 'ASD (Atrial Septal Defect) Closure', 'Heart Transplant', 'VSD Closure (Adult) Surgery', 'PPI-Permanent Pacemaker Implant - Double Chamber', 'TAVI', 'PET CT Scan', 'Angioplasty and Stent Placement', 'Aortic Valve replacement - Mechanical Valve']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
https://www.vaidam.com/search/heart-surgery/thailand, Heart Surgery Cost In Thailand , Heart Surgery cost in Thailand is between USD 13500 to USD 16500. Patient has to stay in the hospital for 8 days and outside the hospital for 14 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,[],[],"['Angiography', 'Heart Bypass Surgery (CABG)', 'Aortic Valve Replacement', 'Mitral Valve Replacement', 'Heart Bypass - Minimally Invasive CABG ', 'ASD (Atrial Septal Defect) Closure', 'VSD Closure (Adult) Surgery', 'PPI-Permanent Pacemaker Implant - Double Chamber', 'Angioplasty and Stent Placement', 'Heart Double Valve Replacement', 'Coronary Artery Surgery', 'Device Closure- ASD VSD', 'Congenital Heart Disorder CHD', 'Glenn procedure', 'Coronary Angiogram']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
